page,asset,path,alt
src/pages/works/lockwood.astro,NewsletterF,Lockwood/img/23_LW_Newsletters/6.png,Lockwod gift guide Self Care edition.
src/pages/works/lockwood.astro,NewsletterG,Lockwood/img/23_LW_Newsletters/7.png,Lockwood gift guide foodie edition.
src/pages/works/lockwood.astro,NewsletterH,Lockwood/img/23_LW_Newsletters/8.png,Spring has sprung event.
src/pages/works/lockwood.astro,NewsletterI,Lockwood/img/23_LW_Newsletters/9.png,The big sale event.
src/pages/works/lockwood.astro,NewsletterJ,Lockwood/img/23_LW_Newsletters/10.png,Secret garden party event.
src/pages/works/lockwood.astro,NewsletterK,Lockwood/img/23_LW_Newsletters/11.png,Lockwood loves you event.
src/pages/works/lockwood.astro,NewsletterL,Lockwood/img/23_LW_Newsletters/12.png,Buy in july, save in august event.
src/pages/works/lockwood.astro,CandlePhoto,Lockwood/img/24_LW_CandleWarmer_2.png,Candle warmer.
src/pages/works/lockwood.astro,FlowerA,Lockwood/img/25_LW_FlowerGif/LW_Flower_1.png,Illustration of a flower with words Plantable flower paper. Wet it, put it in soil, and watch it grow.
src/pages/works/lockwood.astro,FlowerB,Lockwood/img/25_LW_FlowerGif/LW_Flower_2.png,Illustration of a flower with words Plantable flower paper. Wet it, put it in soil, and watch it grow.
src/pages/works/lockwood.astro,FlowerC,Lockwood/img/25_LW_FlowerGif/LW_Flower_3.png,Illustration of a flower with words Plantable flower paper. Wet it, put it in soil, and watch it grow.
src/pages/works/lockwood.astro,TeaBuzzfeed,Lockwood/img/27_LW_Buzzfeed.png,Buzzfeed logo
src/pages/works/lockwood.astro,TeaA,Lockwood/img/27_LW_TeaGif/LW_Tea_1.png,Lockwood Big Brooklyn Energy tea label.
src/pages/works/lockwood.astro,TeaB,Lockwood/img/27_LW_TeaGif/LW_Tea_2.png,Lockwood City that never sleeps tea label.
src/pages/works/lockwood.astro,TeaC,Lockwood/img/27_LW_TeaGif/LW_Tea_3.png,Lockwood Smells like queens spirit tea label.
src/pages/works/lockwood.astro,NotebookA,Lockwood/img/28_LW_Notebook_1.png,Big Brooklyn Energy. Illustration of a building.
src/pages/works/lockwood.astro,NotebookB,Lockwood/img/28_LW_Notebook_2.png,Smells like Queens spirit. Illustration of a building.
src/pages/works/lockwood.astro,NotebookC,Lockwood/img/28_LW_Notebook_3.png,City that never sleeps. Illustration of famous New York buildings.
src/pages/works/lockwood.astro,StickerA,Lockwood/img/29_LW_Sticker_1.png,Sticker design of New York buildings.
src/pages/works/lockwood.astro,StickerB,Lockwood/img/29_LW_Sticker_2.png,Sticker design of a NYC taxi.
src/pages/works/lockwood.astro,StickerC,Lockwood/img/29_LW_Sticker_3.png,Sticker design of New York buildings.
src/pages/works/lockwood.astro,Constellations,Lockwood/img/30_LW_Constellation.png,Illustration of a constellation of various NYC symbols like a taxi and pizza.
src/pages/works/lockwood.astro,Lizzo,Lockwood/img/31_LW_LizzoNotes.png,5 dollar bills with a picture of Lizzo's face in the middle.
src/pages/works/lockwood.astro,ValueA,Lockwood/img/values/value1-d.svg,Brand values - magical moments
src/pages/works/lockwood.astro,ValueAMobile,Lockwood/img/values/value1-m.svg,Brand values - magical moments
src/pages/works/lockwood.astro,ValueB,Lockwood/img/values/value2-d.svg,Brand values - always extraordinary
src/pages/works/lockwood.astro,ValueBMobile,Lockwood/img/values/value2-m.svg,Brand values - always extraordinary
src/pages/works/lockwood.astro,ValueC,Lockwood/img/values/value3-d.svg,Brand values - A welcoming community
src/pages/works/lockwood.astro,ValueCMobile,Lockwood/img/values/value3-m.svg,Brand values - A welcoming community
src/pages/works/lockwood.astro,ValueD,Lockwood/img/values/value4-d.svg,Brand values - Inspired discoveries
src/pages/works/lockwood.astro,ValueDMobile,Lockwood/img/values/value4-m.svg,Brand values - Inspired discoveries
src/pages/works/lockwood.astro,Zizmor,Lockwood/33_LW_Zizmor.gif,In zizmor we trust. Illustration of a man's face with a 3 color rainbow behind him.
src/pages/works/pet-dermatology-center.astro,Hero,PetDerm/img/PetDerm_hero.svg,Pet Dermatology Center logo.
src/pages/works/pet-dermatology-center.astro,HeroMobile,PetDerm/img/PetDerm_hero_mobile.svg,Pet Dermatology Center logo.
src/pages/works/pet-dermatology-center.astro,LogoBlonde,PetDerm/img/PetDerm_Logos_primary_blonde.svg,Pet Dermatology Center logo.
src/pages/works/pet-dermatology-center.astro,LogoBlue,PetDerm/img/PetDerm_Logos_primary_blue.svg,Pet Dermatology Center logo.
src/pages/works/pet-dermatology-center.astro,LogoBrunette,PetDerm/img/PetDerm_Logos_primary_brunette.svg,Pet Dermatology Center logo.
src/pages/works/pet-dermatology-center.astro,Mosaic,PetDerm/img/PetDerm-Mosaic.svg,A mosaic of illustrations of dogs and cats.
src/pages/works/pet-dermatology-center.astro,ColorPaletteDesktop,PetDerm/img/PetDerm-palette-desktop.svg,The brand's color palette.
src/pages/works/pet-dermatology-center.astro,ColorPaletteMobile,PetDerm/img/PetDerm-palette-mobile.svg,The brand's color palette.
src/pages/works/pet-dermatology-center.astro,HeadA,PetDerm/head-tail/pet1-head.svg,Illustration of the front half of a dog.
src/pages/works/pet-dermatology-center.astro,TailA,PetDerm/head-tail/pet1-tail.svg,Illustration of the back half of a dog.
src/pages/works/pet-dermatology-center.astro,HeadB,PetDerm/head-tail/pet2-head.svg,Illustration of the front half of a dog.
src/pages/works/pet-dermatology-center.astro,TailB,PetDerm/head-tail/pet2-tail.svg,Illustration of the back half of a dog.
src/pages/works/pet-dermatology-center.astro,HeadC,PetDerm/head-tail/pet3-head.svg,Illustration of the front half of a dog.
src/pages/works/pet-dermatology-center.astro,TailC,PetDerm/head-tail/pet3-tail.svg,Illustration of the back half of a dog.
src/pages/works/pet-dermatology-center.astro,HeadD,PetDerm/head-tail/pet4-head.svg,Illustration of the front half of a dog.
src/pages/works/pet-dermatology-center.astro,TailD,PetDerm/head-tail/pet4-tail.svg,Illustration of the back half of a dog.
src/pages/works/pet-dermatology-center.astro,HeadE,PetDerm/head-tail/pet5-head.svg,Illustration of the front half of a cat.
src/pages/works/pet-dermatology-center.astro,TailE,PetDerm/head-tail/pet5-tail.svg,Illustration of the back half of a cat.
src/pages/works/pet-dermatology-center.astro,HeadF,PetDerm/head-tail/pet6-head.svg,Illustration of the front half of a dog.
src/pages/works/pet-dermatology-center.astro,TailF,PetDerm/head-tail/pet6-tail.svg,Illustration of the back half of a dog.
src/pages/works/pet-dermatology-center.astro,HeadG,PetDerm/head-tail/pet7-head.svg,Illustration of the front half of a cat.
src/pages/works/pet-dermatology-center.astro,TailG,PetDerm/head-tail/pet7-tail.svg,Illustration of the back half of a cat.
src/pages/works/comics-kingdom.astro,Header,ComicsKingdom/img/CK_Cover.png,A portion of the Comics Kingdom logo.
src/pages/works/comics-kingdom.astro,HeaderMobile,ComicsKingdom/img/CK_Cover_Mobile.png,A portion of the Comics Kingdom logo.
src/pages/works/comics-kingdom.astro,LogoIllustrationDesktop,ComicsKingdom/img/CK_Logo_Illustration_Desktop.png,A mockup of a page featuring a comic creator from the Comics Kingdom mobile app.
src/pages/works/comics-kingdom.astro,LogoIllustrationMobile,ComicsKingdom/img/CK_Logo_Illustration_Mobile.png,A mockup of a page featuring a comic creator from the Comics Kingdom mobile app.
src/pages/works/comics-kingdom.astro,AppDesktop,ComicsKingdom/img/CK_App_Desktop.png,The apple store page for Comics Kingdom and a screenshot of the loading splash page for the mobile app featuring the company's logo.
src/pages/works/comics-kingdom.astro,AppMobile,ComicsKingdom/img/CK_App_Mobile.png,The apple store page for Comics Kingdom and a screenshot of the loading splash page for the mobile app featuring the company's logo.
src/pages/works/comics-kingdom.astro,IconsDesktop,ComicsKingdom/img/CK_Icons_Desktop.png,Icons for the mobile app.
src/pages/works/comics-kingdom.astro,IconsMobile,ComicsKingdom/img/CK_Icons_Mobile.png,Icons for the mobile app.
src/pages/works/comics-kingdom.astro,Home,ComicsKingdom/img/CK_App_Home.png,Screenshots from the home page of the mobile app featuring things like Trending comics, Today's daily comics, and New Creators.
src/pages/works/comics-kingdom.astro,Social,ComicsKingdom/img/CK_Social.png,An instagram story from the comicskingdom instagram account displaying the company's branding.
src/pages/works/comics-kingdom.astro,Email,ComicsKingdom/img/CK_Email.png,A daily comics featured newsletter page.
src/pages/works/comics-kingdom.astro,Mark,ComicsKingdom/img/CK_Mark.png,A variation of the Comics Kingdom logo.
src/pages/works/comics-kingdom.astro,Book,ComicsKingdom/img/CK_Book.png,The book spine of a comics kingdom book titled Popeye 100.
src/pages/works/comics-kingdom.astro,BrandGrid1,ComicsKingdom/img/CK_Brand_Grid_01.png,A description of the brands' values.
src/pages/works/comics-kingdom.astro,BrandGrid2,ComicsKingdom/img/CK_Brand_Grid_02.png,A list of phrases representing the tone of the brand.
src/pages/works/comics-kingdom.astro,BrandGrid3,ComicsKingdom/img/CK_Brand_Grid_03.png,Values for the Comics Kingdom brand.
src/pages/works/comics-kingdom.astro,BrandGrid4,ComicsKingdom/img/CK_Brand_Grid_04.png,Analysis of the Comics Kingdom logo and safe zones.
src/pages/works/comics-kingdom.astro,BrandGrid5,ComicsKingdom/img/CK_Brand_Grid_05.png,Analysis of the Comics Kingdom logo.
src/pages/works/comics-kingdom.astro,BrandGrid6,ComicsKingdom/img/CK_Brand_Grid_06.png,Analysis of the Comics Kingdom patterned backgrounds for digital products.
src/pages/works/comics-kingdom.astro,BrandGrid7,ComicsKingdom/img/CK_Brand_Grid_07.png,Analysis of the brands' typography.
src/pages/works/comics-kingdom.astro,BrandGrid8,ComicsKingdom/img/CK_Brand_Grid_08.png,Analysis of the brands' typography.
src/pages/works/comics-kingdom.astro,BrandGrid9,ComicsKingdom/img/CK_Brand_Grid_09.png,The fonts and font colors for the Comics Kingdom brand focusing on meeting WCAG accessibility.
src/pages/works/comics-kingdom.astro,BrandGrid10,ComicsKingdom/img/CK_Brand_Grid_10.png,Analysis of the brands' typography.
src/pages/works/comics-kingdom.astro,BrandGrid11,ComicsKingdom/img/CK_Brand_Grid_11.png,A study of the possible app store icons.
src/pages/works/comics-kingdom.astro,BrandGrid12,ComicsKingdom/img/CK_Brand_Grid_12.png,A study of the possible orientations for reading comics in the mobile app.
src/pages/works/comics-kingdom.astro,BrandGrid13,ComicsKingdom/img/CK_Brand_Grid_13.png,A study of different banner designs.
src/pages/works/comics-kingdom.astro,BrandGrid14,ComicsKingdom/img/CK_Brand_Grid_14.png,Different comic layouts for social media posts.
src/pages/works/discovery.astro,Hero,Discovery/01_Discovery_Hero_D.png,Two screenshots of the Discovery website.
src/pages/works/discovery.astro,HeroMobile,Discovery/01_Discovery_Hero_M.png,Two screenshots of the Discovery website.
src/pages/works/discovery.astro,Desktop,Discovery/discovery_desktop.jpg,A screenshot of the Discovery website.
src/pages/works/discovery.astro,Footer,Discovery/discovery_footer.jpg,A screenshot of the Discovery website footer.
src/pages/works/discovery.astro,MobileA,Discovery/discovery_mobile1.jpg,A screenshot of the Discovery mobile app.
src/pages/works/discovery.astro,MobileB,Discovery/discovery_mobile2.jpg,A screenshot of the Discovery mobile app.
src/pages/works/discovery.astro,MobileC,Discovery/discovery_mobile3.jpg,A screenshot of the Discovery mobile app.
src/pages/works/discovery.astro,MobileD,Discovery/discovery_mobile4.jpg,A screenshot of the Discovery mobile app.
src/pages/works/kindra.astro,Header,Kindra/img/Kindra_Header.jpg,A hand reaches up, offering the Kindra Daily Vaginal Lotion to a hand reaching down for it.
src/pages/works/kindra.astro,HeaderMobile,Kindra/img/Kindra_Header_Mobile.png,A hand reaches up, offering the Kindra Daily Vaginal Lotion to a hand reaching down for it.
src/pages/works/kindra.astro,Body,Kindra/img/Kindra_Body.png,The body of a woman sitting on a bed.
src/pages/works/kindra.astro,Lotion,Kindra/img/Kindra_Lotion.png,Bottle of Kindra V Relief Serum on pink fabric.
src/pages/works/kindra.astro,ColorDesktop,Kindra/img/Kindra_Color_Desktop.png,The brand's color palette.
src/pages/works/kindra.astro,ColorMobile,Kindra/img/Kindra_Color_Mobile.png,The brand's color palette.
src/pages/works/kindra.astro,CollageDesktop,Kindra/img/Kindra_Collage_Desktop.png,A collage of images that represent the brand. Soft flower petals, pink fabric, a bath, two women sitting next to each other, the brand's lotion.
src/pages/works/kindra.astro,CollageMobile,Kindra/img/Kindra_Collage_Mobile.png,A collage of images that represent the brand. Soft flower petals, pink fabric, a bath, two women sitting next to each other, the brand's lotion.
src/pages/works/kindra.astro,Humectant,Kindra/img/Kindra_Humectant.png,Two pill capsules. Key ingredients. Humectants.
src/pages/works/kindra.astro,MiddleDesktop,Kindra/img/Kindra_Middle_Desktop.jpg,Brushes of color with the quote The middle is messy, but it's also where the magic happens -brene brown
src/pages/works/kindra.astro,MiddleMobile,Kindra/img/Kindra_Middle_Mobile.jpg,Brushes of color with the quote The middle is messy, but it's also where the magic happens -brene brown
src/pages/works/kindra.astro,Pamper,Kindra/img/Kindra_Pamper.png,Pamper your peach.
src/pages/works/kindra.astro,Photography1,Kindra/img/Kindra_Photography1.png,A woman reaches down to a flower in front of her.
src/pages/works/kindra.astro,QuizBackgroundDesktop,Kindra/img/Kindra_Quiz_Desktop.png,A person holding a phone in their hands looking at the Kindra mobile app.
src/pages/works/kindra.astro,QuizBackgroundMobile,Kindra/img/Kindra_Quiz_Mobile.png,A person holding a phone in their hands looking at the Kindra mobile app.
src/pages/works/kindra.astro,Mist,Kindra/img/Kindra_Mist.png,The Kindra Cool Down Mist bottle surrounded by slices of cucumber.
src/pages/works/kindra.astro,LotionFlowers,Kindra/img/Kindra_Lotion_Flowers.png,Flowers hanging over the Kindra V Relief Serum bottle.
src/pages/works/kindra.astro,Review1,Kindra/img/Kindra_Review1.png,An info card for Kindra's facebook community and product assessment quiz.
src/pages/works/kindra.astro,Review2,Kindra/img/Kindra_Review2.png,Several reviews for the various Kindra products.
src/pages/works/kindra.astro,Thanks,Kindra/img/Kindra_Thankyou.png,Several hands placed on a woman's shoulder.
src/pages/works/kindra.astro,ThanksCard,Kindra/img/Kindra_ThanksCard.png,A thank you card from Kindra's CEO.
src/pages/works/kindra.astro,Photography2,Kindra/img/Kindra_Photography2.png,A woman holding a pill capsule in her fingers.
src/pages/works/kindra.astro,Photography3,Kindra/img/Kindra_Photography3.png,A woman using the mist spray.
src/pages/works/kindra.astro,Serum,Kindra/img/Kindra_Serum.png,A woman holding the Daily Vaginal Lotion bottle and applicator in her hands.
src/pages/works/kindra.astro,ConditionsThumbnail,Kindra/img/Kindra_Conditions_Thumbnail.jpg,Menopause. Can't be cured?
src/pages/works/kindra.astro,ConditionsLotionThumbnail,Kindra/img/Kindra_ConditionsLotion_Thumbnail.jpg,our bestselling cult-favorite daily vaginal lotion
src/pages/works/kindra.astro,Site,Kindra/img/Kindra_Site.png,A screenshot of the Kindra website.
src/pages/works/kindra.astro,SiteBackgroundDesktop,Kindra/img/Kindra_Site_Background_Desktop.png,Several Kindra lotion applicator tools.
src/pages/works/kindra.astro,SiteBackgroundMobile,Kindra/img/Kindra_Site_Background_Mobile.png,Several Kindra lotion applicator tools.
src/pages/works/kindra.astro,ApplicatorGuide1,Kindra/img/Kindra_Applicator_Guide1.png,A guide to use the Kindra applicator.
src/pages/works/kindra.astro,ApplicatorGuide2,Kindra/img/Kindra_Applicator_Guide2.png,A guide to use the Kindra applicator.
src/pages/works/kindra.astro,PinkLotion,Kindra/img/Kindra_PinkLotion.png,The Kindra V Relief Serum bottle.
src/pages/works/kindra.astro,Peach,Kindra/img/Kindra_Peach.png,Half of a peach resting on a woman's underwear.
src/pages/works/kindra.astro,CoreGrid1,Kindra/img/Kindra_CoreGrid1.png,Kindra applicator tool.
src/pages/works/kindra.astro,CoreGrid2,Kindra/img/Kindra_CoreGrid2.png,Kindra Core dietary supplement.
src/pages/works/kindra.astro,CoreGrid3,Kindra/img/Kindra_CoreGrid3.png,A hand holding up a pill capsule.
src/pages/works/kindra.astro,CoreGrid4,Kindra/img/Kindra_CoreGrid4.png,Kindra product bottle.
src/pages/works/kindra.astro,CoreGrid5,Kindra/img/Kindra_CoreGrid5.png,Kindra Energy Boosting Dietary supplement.
src/pages/works/kindra.astro,CoreGrid6,Kindra/img/Kindra_CoreGrid6.png,Kindra daily vaginal lotion and applicator.
src/pages/works/kindra.astro,SocialBackgroundDesktop,Kindra/img/Kindra_Social_Background_Desktop.png,Kindra Soothe Bath Soak bottle.
src/pages/works/kindra.astro,SocialBackgroundMobile,Kindra/img/Kindra_Social_Background_Mobile.png,Kindra Soothe Bath Soak bottle.
src/pages/works/kindra.astro,SocialGrid,Kindra/img/Kindra_Social_Grid.png,Kindra instagram page.
src/pages/works/kindra.astro,QuizResultsEmail,Kindra/img/Kindra_Quiz_Results_Email.png,An email of a customer's product quiz results from Kindra.
src/pages/works/kindra.astro,ToolBox1,Kindra/img/Kindra_ToolBox1.png,Kindra toolbox shipping package box.
src/pages/works/kindra.astro,ToolBox2,Kindra/img/Kindra_ToolBox2.png,Kindra branded package tissue paper.
src/pages/works/kindra.astro,ToolBoxOpen,Kindra/img/Kindra_ToolBox_Open.png,An opened Kindra toolbox package featuring various products.
src/pages/works/kindra.astro,GloriaDesktop,Kindra/img/Kindra_Gloria_Desktop.png,Portrait of Gloria Steinem. Every social justice movement i nthe world started with a conversation Gloria Steinem
src/pages/works/kindra.astro,GloriaMobile,Kindra/img/Kindra_Gloria_Mobile.png,Portrait of Gloria Steinem. Every social justice movement i nthe world started with a conversation Gloria Steinem
src/pages/works/kindra.astro,KindraCCDesktop,Kindra/img/Kindra_CC_Desktop.png,A screenshot of the couch conversations page from the Kindra website along with pictures of the conversation cards. A woman reading a couch conversation card. Two women hugging.
src/pages/works/kindra.astro,KindraCCMobile,Kindra/img/Kindra_CC_Mobile.png,A screenshot of the couch conversations page from the Kindra website along with pictures of the conversation cards. A woman reading a couch conversation card. Two women hugging.
src/pages/works/kindra.astro,KindraWords,Kindra/img/Kindra_Drawing_Words.png,An illustration.
src/components/ProjectsGrid.astro,Ample,Home/img/Ample.png,The front desk and hallway of the Ample office.
src/components/ProjectsGrid.astro,ComicsKingdom,Home/Comics_Kingdom.gif,Two speech bubbles with eyes to resemble faces.
src/components/ProjectsGrid.astro,Wizehire,Home/img/Wizehire.png,Pizzas being prepared for baking centered in a cutout in the shape of the side portrait of a person's head.
src/components/ProjectsGrid.astro,Week,Home/Week.gif,Set it to away. Let's go play. An ampersand on a skateboard.
src/components/ProjectsGrid.astro,DancePartyTime,Home/img/Dance_Party_Time.png,A clock with eyes and a mouth on stripes of different colors.
src/components/ProjectsGrid.astro,MetroVein,Home/Metro_Vein.gif,A person's legs in a pool. Flowers float in the water around them and they place more flowers.
src/components/ProjectsGrid.astro,Lockwood,Home/img/Lockwood.png,A hand holding up a glass with liquid as sunlight beams in through a window.
src/components/ProjectsGrid.astro,PuzzlePalace,Home/img/Puzzle_Palace.png,A man lays on a bed holding his phone. The wall, his shirt, the pillow and bed covers are all drawn on.
src/components/ProjectsGrid.astro,Sage,Home/img/Sage.png,A person rests their hands on their navel.
src/components/ProjectsGrid.astro,SixFeet,Home/img/6_Feet_Apart.png,A person reaches for something on a lower shelf in a store. A sticker on the floor promotes social distancing.
src/components/ProjectsGrid.astro,Bluprint,Home/Blueprint.gif,A box of yarns and knitting needles.
src/components/ProjectsGrid.astro,Discovery,Home/Discovery.gif,A short animation of animals on the discovery website.
src/components/ProjectsGrid.astro,Fab,Home/Fab.gif,An illustration of a woman smoking.
src/components/ProjectsGrid.astro,GeniusKitchen,Home/img/Genius_Kitchen.png,Food related items that represent the Genius Kitchen brand.
src/components/ProjectsGrid.astro,Horowitz,Home/img/Horowitz_Real_Estate.png,An illustrated map that focuses on Astoria.
src/components/ProjectsGrid.astro,Kindra,Home/Kindra.gif,Two pills on various illustrations.
src/components/ProjectsGrid.astro,Magnolia,Home/img/Magnolia.png,Live magnolia
src/components/ProjectsGrid.astro,Nightingale,Home/img/Nightingale.png,A woman sits on the floor and a cat next to her has its paw on her knee.
src/components/ProjectsGrid.astro,PearlyBites,Home/img/Pearly_Bites.png,School portrait photo of a person but with a cat's head on the human body.
src/components/ProjectsGrid.astro,TheCurve,Home/img/The_Curve.png,A woman sits on a desk with her laptop in her lap looking down at a child on the floor that pulls at her dress.
src/components/ProjectsGrid.astro,SayMore,Home/img/Say_More.png,Illustration on backs of cards that feature a woman sitting on a cloud in the sky.
src/components/ProjectsGrid.astro,Archive,Home/img/Archive.png,Jimmy fallon and the new york city skyline.
src/components/ProjectsGrid.astro,Firefly,Home/img/Firefly.png,The hind leg and tail of a dog laying on a bed.
src/components/ProjectsGrid.astro,PetCenter,Home/img/Pet_Center.png,Illustration of a dachshund dog.
src/components/ProjectsGrid.astro,HGTV2,Home/HGTV_2.gif,Sit back and relax. Kick off your shoes. Put your feet up. Let's rock.
src/components/ProjectsGrid.astro,Photography,Home/img/Photography.png,Two women, one sitting and one standing, in front of a wall of art.
src/components/ProjectsGrid.astro,PresentationsAlt,Home/img/Presentations_ALT.png,A collage of photos from NBC Universal.
src/components/ProjectsGrid.astro,SarahVideo,Home/img/Sarah_Video.png,A behind the scenes photo of a rehearsal.
src/components/ProjectsGrid.astro,WordOnly,Home/img/Word_Only.png,Everyone deserves a healthy head of hair on a wall in an office.
src/components/ProjectsGrid.astro,Reach,Home/img/Reach.png,Shots of a camera's monitor as a show is filmed.
src/components/ProjectsGrid.astro,ApartmentTherapy,Home/img/Apartment_Therapy.png,A woman sitting on a couch.
src/components/ProjectsGrid.astro,Illustration,Home/Illustration.gif,In zizmor we trust. Illustration of a man's face with a 3 color rainbow. behind him.